img_name,tnbc,CAF,firstorder_Mean,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Entropy,firstorder_Minimum,firstorder_Maximum,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,shape2D_MeshSurface,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MaximumDiameter,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,glcm_JointEnergy,glcm_Contrast,glcm_Correlation,glcm_SumSquares,glcm_SumAverage,glcm_JointEntropy,glcm_DifferenceVariance,glcm_DifferenceEntropy,glcm_DifferenceAverage,glcm_Imc1,glcm_Imc2,glcm_Autocorrelation,glcm_ClusterShade,glcm_ClusterProminence,glcm_MaximumProbability,glcm_InverseVariance
segment_170,1,1,88.76923077,51.16692719,-0.75337706,1.91837798,2.24910842,1,146,114,90,145,44.5,65,163.9655121,3.68461825,0.144222303,6.933740315,350.4069063,472.2167211,197.8327494,0.41894482,0.58637153,0.1875,0.97655996,1.99978299,5.47916667,1.49019427,0.1171875,0.477217,0.1875,-0.34642489,0.48927305,9.95833333,-5.79434317,166.2654035,0.66666667,0.1875
segment_171,1,1,97.66666667,47.79292206,-0.37106788,2.06556326,2.82093327,1,181,107,75.75,180,59.5,102,274.4163056,4.61203875,0.099644539,10.03567292,337.5973934,389.0951188,237.327235,0.609946575,0.18493197,0.95714286,0.60005825,2.08192177,9.92142857,2.59540348,0.17678005,0.71861864,0.79047619,-0.63177204,0.93328594,26.97380952,-16.40001166,161.5719556,0.25059524,0.64464286
segment_172,1,1,112.8411215,46.57887483,-0.53299075,2.14096654,2.67330773,6,185,124,77,179,69.5,107,276.1320344,3.9731228,0.107023843,9.34371231,325.1353564,365.5422741,208.3684626,0.570025623,0.3268589,0.48104575,0.27815244,0.98004101,11.14771242,2.08688085,0.11362809,0.50297852,0.48104575,-0.73514767,0.93864786,32.38431373,-3.98271004,34.70892321,0.43202614,0.48104575
segment_173,1,1,82.45454545,37.3244775,-0.32601798,1.8110291,2.40789085,6,143,89,65.5,137,61,99,260.9604615,4.27804035,0.106095054,9.425510079,332.9894893,365.9971701,235.0172433,0.64212858,0.34508437,0.42424242,0.59154762,1.04519628,6.97727273,2.0277885,0.2827135,0.98235528,0.34090909,-0.41440618,0.67098816,13.58333333,13.42139369,94.11820046,0.52651515,0.26799242
segment_174,1,1,76.03529412,33.64116773,-0.43648758,2.15596033,2.30340021,1,131,84,53,130,52.5,85,223.8477631,4.26376692,0.114744486,8.715015727,338.5276946,387.1367474,188.7312113,0.487505287,0.27253401,0.10714286,0.93991416,1.22356859,6.86904762,2.075997,0.08418367,0.37479763,0.10714286,-0.79151532,0.95817719,12.97619048,4.1393478,41.04246446,0.3452381,0.10714286
segment_175,1,1,67.2972973,34.74556024,-0.27725481,1.80011288,2.29885434,0,124,73,62.5,124,66,111,296.5584412,4.49330972,0.097110594,10.2975377,326.6129208,350.0962486,199.1193416,0.568755999,0.23546875,0.45,0.80108154,1.65645833,5.11666667,2.39877519,0.22583333,0.92740957,0.45,-0.74620879,0.96458656,8.0125,9.56775,86.76882708,0.3375,0.45
segment_176,1,1,76.27777778,40.89934196,-0.21041856,1.7394937,2.55605605,3,135,80.5,77.25,132,45,72,188.7350647,4.19411255,0.125996533,7.936726331,326.5348374,369.3052287,187.5730472,0.507907911,0.47913215,0.41025641,0.31873479,1.17487179,6.93333333,1.43541042,0.0591716,0.25978328,0.41025641,-0.90936181,0.92588203,12.98974359,-2.72123077,60.68947692,0.58717949,0.41025641
segment_177,1,1,73.4,37.00666607,-0.27417031,1.93652506,2.45294736,0,128,73,57,128,45,75,199.7056275,4.43790283,0.119075081,8.398062726,322.8931712,373.980797,153.9486545,0.411648554,0.175,0.55,0.83047279,1.81875,7.45,2.68418372,0.325,0.94643934,0.45,-0.64768603,0.96009654,16.8,8.988,154.58645,0.25,0.3625
segment_178,1,0,72.46086957,33.06102052,-0.70602928,2.80729625,2.20038525,0,146,81,41.5,146,73.5,115,298.7594514,4.06475444,0.101724824,9.830442147,365.5680511,418.4613679,321.072173,0.767268373,0.30260417,0.52083333,0.36361423,0.98894097,6.64583333,2.06214827,0.14743056,0.62477168,0.52083333,-0.72789795,0.91781784,11.90833333,-4.41116898,52.65120966,0.4,0.52083333
segment_179,1,0,72.02777778,36.14130148,-0.31686828,2.08873835,2.43563473,0,158,80,59.25,158,91.5,144,374.9848481,4.09819506,0.090427757,11.05855139,361.2478374,416.566797,316.8311736,0.760577117,0.24679487,0.62820513,0.26176192,1.45500493,6.93589744,2.55492179,0.1622288,0.65374553,0.62820513,-0.70166014,0.94876349,13.70512821,3.75603095,91.57387186,0.30769231,0.62820513
segment_18,1,1,38.38636364,24.20763958,0.43844381,2.36937287,1.89550562,1,90,34,35,89,30,44,111.1959595,3.70653198,0.174612991,5.726950736,269.7424698,252.5917225,207.9624693,0.823314665,0.63574219,0.15625,0.8699187,0.30029297,3.65625,1.16714111,0.10742188,0.44801912,0.15625,-0.22554526,0.43105814,3.59375,1.41137695,6.96250153,0.71875,0.15625
segment_180,1,0,75.47333333,29.98126007,-0.86244174,2.75994185,2.14056481,1,119,83.5,40,118,98,150,386.156421,3.94037164,0.090877152,11.00386594,358.9233902,390.5011301,323.7540089,0.829073168,0.2577733,0.70030426,0.20964959,0.88386747,7.15872211,2.37110225,0.11892458,0.48223351,0.70030426,-0.56717679,0.85288889,13.43187965,-1.39150462,27.39062374,0.32741717,0.70030426
segment_181,1,0,71.85714286,35.9343695,-0.45205636,2.06718804,2.31090802,0,129,81,59,129,88.5,147,390.9259736,4.41724264,0.085306484,11.7224384,352.7548724,384.8958148,307.3698744,0.798579414,0.25935374,0.42559524,0.47703011,1.11973188,7.49107143,2.43173017,0.2631537,0.98259589,0.38392857,-0.45375774,0.78997129,15.16964286,-0.80597582,48.28498776,0.39285714,0.34747024
segment_182,1,0,75.88888889,33.2831898,-0.66184568,2.67168857,2.3259888,0,142,79,45,142,115.5,189,499.7787873,4.32708907,0.076228628,13.11843098,360.4233622,405.6341888,307.3379476,0.757672692,0.20270705,0.54166667,0.40207058,1.08781829,8.29166667,2.74263817,0.28542953,1.08220467,0.50462963,-0.32712883,0.75840927,18.2037037,-5.08463542,48.25641095,0.31018519,0.47222222
segment_183,1,0,67.68888889,28.58423981,-0.66363764,2.63860354,2.0938049,0,118,73,42,118,110,180,475.9797975,4.32708907,0.0781111,12.80227775,363.9175731,352.5258144,330.2692034,0.936865301,0.43761012,0.2872807,0.59888928,0.64833047,6.80169173,1.8072431,0.17207218,0.7045099,0.2872807,-0.31781601,0.58723854,12.16478697,-3.54449114,25.19895334,0.5504386,0.2872807
segment_184,1,0,61.99337748,31.0559198,-0.40706552,2.26701928,2.17016707,0,125,69,46,125,89.5,151,403.8965363,4.51281046,0.083032157,12.04352668,362.4362013,404.5125064,317.5625503,0.785050018,0.50358073,0.27083333,0.83236677,0.68576389,5.66666667,1.54157185,0.16493056,0.68239349,0.27083333,-0.50125242,0.68650266,8.859375,-3.00810185,17.22337963,0.63541667,0.27083333
segment_185,1,1,71.18181818,41.44936172,-0.17411481,1.83811382,2.54222901,0,150,80,70,150,72.5,121,322.3574311,4.44630939,0.093634576,10.67981552,347.867791,357.1086127,238.4048348,0.66759755,0.45019531,0.25,0.63569551,1.06542969,5.46875,1.66169556,0.15625,0.65563906,0.25,-0.3803716,0.59911594,9.53125,-2.69824219,59.30059814,0.546875,0.25
segment_186,1,1,74.20869565,35.10493478,-0.58478726,2.11652164,2.21268282,0,124,85,61.5,124,73,115,299.5878785,4.10394354,0.101097898,9.891402522,340.3086834,311.2490563,216.485045,0.69553639,0.22174282,0.27136752,0.89801061,1.42047219,6.87393162,2.63645795,0.18391592,0.79173048,0.27136752,-0.62987016,0.93910342,13.4465812,-1.61522368,83.55057149,0.3974359,0.27136752
segment_187,1,1,73.01904762,38.55755894,-0.2883635,2.15232567,2.48094695,0,160,76,63,160,67,105,272.9604615,4.07403674,0.106302282,9.407135733,334.4981315,296.3783609,214.9542653,0.725269769,0.45030612,0.23015873,0.88203513,0.93000567,8.31904762,1.9024839,0.15060469,0.61952726,0.23015873,-0.32457394,0.59697734,18.5984127,-1.46080078,53.63887126,0.53968254,0.23015873
segment_188,1,1,77.99074074,41.83665223,-0.30947636,2.00479983,2.59924085,0,152,83,72.75,152,67,108,283.9310242,4.23777648,0.102194961,9.785218229,356.854312,330.515832,223.2204665,0.675369967,0.42270597,0.31111111,0.94755762,1.93661376,9.37777778,2.04325163,0.15407407,0.62974881,0.31111111,-0.37554921,0.63569282,23.9047619,-27.19714991,239.7233665,0.47936508,0.31111111
segment_189,1,1,78.31683168,40.87240002,-0.31579516,1.98593595,2.51467504,1,148,89,64,147,62,101,266.6173157,4.30027929,0.104691742,9.551851785,362.9008129,396.932577,258.3112272,0.650768524,0.14156805,0.50769231,0.91347579,2.94952663,7.56923077,3.09998665,0.32118343,1.10492593,0.43076923,-0.61564368,0.96650394,17.01923077,-17.52196086,239.759283,0.21538462,0.36346154
segment_19,1,1,61.55,36.58616542,-0.29320889,1.73239496,2.26096405,7,116,70,57.5,109,10.5,20,55.74011537,5.30858242,0.206078041,4.852530589,273.0567707,299.3775272,250.1585422,0.835595593,1,0,1,0,2,-3.20E-16,0,-3.20E-16,0,0,0,1,0,0,1,0
segment_190,1,1,77.344,41.20856299,-0.37097262,1.92089268,2.54061382,1,135,83,69,134,81,125,322.901587,3.98643935,0.098804622,10.12098399,361.4484749,328.505786,244.6600615,0.744766369,0.44094996,0.24679487,0.96296557,2.09617354,6.26816239,2.01220074,0.17058062,0.59415523,0.19551282,-0.45390989,0.64578664,12.47115385,-8.42410423,187.9002675,0.53525641,0.15064103
segment_191,1,0,63.65,24.47810246,-0.48646642,2.73574667,1.98628005,6,105,67,28.5,99,26.5,40,102.3675324,3.86292575,0.178264816,5.609631918,318.4729188,477.7701708,163.8382859,0.342922802,0.6612426,0.03846154,0.97363083,0.36464497,6.03846154,0.98445928,0.03550296,0.19562178,0.03846154,-0.40956282,0.48344592,9.46153846,-1.90487028,13.49721648,0.73076923,0.03846154
segment_193,1,0,67.75,27.10880853,-0.53141797,2.14179104,2.1037017,16,106,72.5,40.25,90,11,20,54.91168825,4.99197166,0.214109767,4.670501561,324.422564,510.9408213,230.5635641,0.451252972,0.5,1,-1,0.25,7,1,0,-3.20E-16,1,-1,0.9298735,12,0,0,0.5,1
segment_194,1,0,51.72727273,33.50375169,-0.01138603,1.48817189,2.14431872,1,107,50,66,106,20,33,87.53910524,4.37695526,0.18109974,5.521819085,398.1318877,530.0644477,295.8835253,0.558202925,0.54081633,0.14285714,0.80821918,0.37244898,2.71428571,1.291692,0.12244898,0.59167278,0.14285714,-0.82028029,0.91328196,2.14285714,1.74927114,4.47563515,0.71428571,0.14285714
segment_195,1,0,63.83333333,28.07720365,-0.24447093,1.94216372,2.12253444,6,112,68.5,46.25,106,22.5,42,116.3086579,5.16927368,0.144571986,6.91696938,407.4137946,525.9913185,220.2837974,0.418797402,0.38888889,0.66666667,-0.06666667,0.75,6,1.45914792,0.11111111,0.45914792,0.66666667,-0.84266574,0.9298735,9.66666667,3,16.33333333,0.41666667,0.66666667
segment_196,1,0,52.16923077,37.63205231,0.11446843,1.43080941,2.12801261,1,113,45,79,112,42,65,168.1076477,4.00256304,0.136660217,7.317418501,397.5172952,536.33637,312.2239474,0.582142038,0.39268663,0.64583333,-0.10843731,0.62977431,6.35416667,1.56152884,0.10243056,0.43239349,0.64583333,-0.8269178,0.93164931,12.15104167,3.96325231,24.56072772,0.45833333,0.64583333
segment_197,1,1,83.07777778,43.41382979,-0.53542894,1.97811337,2.52499228,0,154,98,70.5,154,113.5,180,470.1808076,4.14256218,0.080322638,12.44979026,364.0947679,429.6417809,264.0223978,0.614517511,0.42953941,0.41802536,0.93954336,2.62012129,8.94067029,1.86316531,0.1286158,0.42030934,0.3763587,-0.59013065,0.72844449,22.77400362,-4.96396524,232.490652,0.48414855,0.33990036
segment_199,1,1,77.30952381,44.8122121,-0.26643207,1.79921698,2.54846753,0,161,84.5,74.75,161,74,126,338.156421,4.56968136,0.09017853,11.08911395,367.9157512,395.7921295,301.0873243,0.760720848,0.21019345,0.2797619,0.96009302,3.63166986,7.74404762,2.45103163,0.19674745,0.83843579,0.2797619,-0.69220309,0.95444566,18.61309524,-32.04071383,353.3790466,0.28571429,0.2797619
segment_2,1,0,125.8541667,44.13213568,-1.5651344,4.54841141,2.22345739,1,186,143,39.5,185,57.5,96,255.7888886,4.44850241,0.105088981,9.515745551,264.5770209,284.6088378,195.319722,0.686274269,0.39471193,0.57407407,0.05429024,0.69455761,12.61851852,1.67175941,0.1409465,0.58806817,0.57407407,-0.57408653,0.74424671,40.35925926,-9.71423137,70.38903794,0.48888889,0.57407407
segment_20,1,0,95.61538462,28.44483224,-1.4236684,4.3656681,1.78506081,9,131,103,29.75,122,53,78,197.4213562,3.72493125,0.130722016,7.649820844,314.3835237,354.4832176,147.2629247,0.415429892,0.59453333,0.3,0.33062331,0.48828889,8.49333333,0.97052177,0.04,0.18048202,0.3,-0.52316999,0.56319797,19.40333333,-1.57440948,14.6746094,0.63833333,0.3
segment_200,1,1,80.3877551,46.2429916,-0.16919625,1.89017022,2.72732998,0,162,85,73.5,162,94.5,147,380.9848481,4.03158569,0.09045095,11.05571584,369.3304753,461.7148169,304.370674,0.659217904,0.43062292,0.23870192,0.91847118,1.53187633,7.81033654,1.94059812,0.1716048,0.65659865,0.20745192,-0.58116947,0.7310911,18.98605769,1.88468845,126.8678593,0.52019231,0.18010817
segment_201,1,1,80.34166667,47.81152159,-0.33798673,1.70721195,2.55545845,1,156,89,91,155,70,120,322.8427125,4.61203875,0.091867726,10.8852156,366.0737631,430.6649207,265.3179821,0.616065924,0.60205078,0.328125,0.48740157,1.58764648,8.421875,1.09344453,0.05371094,0.22400956,0.328125,-0.67611388,0.69861389,21.109375,-2.86193848,158.5710945,0.6875,0.328125
segment_202,1,1,111.6416667,47.04037199,-1.02517736,2.97434125,2.53916212,1,168,129.5,65.5,167,69.5,120,323.6711396,4.6571387,0.091304747,10.95233307,369.6403658,461.7131015,243.2494072,0.526841033,0.16183673,0.55,0.81171455,3.61017857,9.15,2.88214954,0.30622449,1.03293246,0.47857143,-0.59442446,0.93619159,24.37142857,-21.79371429,417.4831357,0.24285714,0.41607143
segment_203,1,1,113.1440678,49.86834794,-1.02566897,2.63187269,2.40607989,1,167,136,66.75,166,72,118,312.2152955,4.33632355,0.096342299,10.37965683,376.4850595,520.1044094,234.0713257,0.450046801,0.13740129,0.71212121,0.90030397,4.27341139,9.48787879,3.21572429,0.39210285,1.20660734,0.53030303,-0.64609482,0.97562702,26.92727273,-29.92982141,516.9159831,0.23636364,0.37121212
segment_204,1,1,75.28472222,29.27732892,-0.32106222,2.45164544,2.3133517,6,141,77.5,39,135,89,144,379.1269837,4.25985375,0.088209475,11.33665056,364.2320689,436.230061,284.9805978,0.653280512,0.23551025,0.61858974,0.57223635,1.22357048,5.75503663,2.41225925,0.20078845,0.77976701,0.59478022,-0.71201572,0.95145929,9.69642857,-1.3367197,54.07002651,0.34478022,0.57394689
segment_205,1,1,65.37121212,41.57293797,-0.08201109,1.59549498,2.38871642,0,141,72.5,74,141,86.5,132,339.3868684,3.92354761,0.09714444,10.29394986,402.6040238,501.9309482,319.4315543,0.636405377,0.50486592,0.15359477,0.96846103,1.7338824,4.56372549,1.65140843,0.11550045,0.50800116,0.15359477,-0.44639946,0.63799689,7.6870915,-0.29025248,96.06092675,0.60130719,0.15359477
segment_206,1,1,66.25663717,37.77759292,-0.26664718,1.69617126,2.33469185,0,131,73,69,131,68.5,113,299.7300141,4.37562064,0.097885865,10.21597958,389.0822535,496.4452846,273.9626979,0.551848726,0.60267857,0.13928571,0.97095989,1.20039541,7.33214286,1.29545178,0.09739796,0.41555351,0.13928571,-0.3775363,0.48883411,14.75,-6.4081312,79.22927756,0.65357143,0.13928571
segment_207,1,1,71.4,40.3845515,-0.17086558,1.83589903,2.54055052,1,140,76,71,139,79.5,125,325.3868684,4.09291658,0.097137847,10.29464857,400.585821,467.5722844,315.857872,0.675527362,0.22760538,0.21869489,0.95261485,1.96692597,7.7010582,2.47632323,0.16222017,0.61404791,0.19400353,-0.74623236,0.96625688,16.79232804,-0.77796941,144.4066869,0.33597884,0.17239859
segment_208,1,1,68.78761062,39.06143365,-0.20686155,1.70408907,2.39062329,0,132,75,72,132,72.5,113,293.1025971,4.04279444,0.102980328,9.710592539,388.3297568,463.7535728,269.6981835,0.581554945,0.43822209,0.30898268,0.9172383,2.22452815,7.59469697,1.81686573,0.20435454,0.69956545,0.26352814,-0.55347064,0.72135382,16.99945887,-1.95523913,152.9420489,0.54924242,0.22375541
segment_209,1,1,72,37.29419717,-0.53608275,1.92170055,2.22604106,0,124,84.5,66.5,124,73.5,126,338.9848481,4.61203875,0.08965372,11.15402684,377.5142381,448.1586176,273.8420209,0.611038168,0.23351979,0.21634615,0.95482941,2.46735161,5.82211538,2.36113447,0.16119638,0.71702804,0.21634615,-0.82295353,0.97966606,11.05769231,8.3012622,165.604304,0.37980769,0.21634615
segment_21,1,0,68.38333333,44.28735398,0.05407716,1.39875381,2.38248551,10,139,69.5,86.5,129,39.5,60,153.9655121,3.89786107,0.144703831,6.910667074,270.4736586,262.1168319,247.0333261,0.942455028,0.52842882,0.0625,0.99183465,2.16460503,5.8125,1.37402142,0.05078125,0.23207075,0.0625,-0.55658722,0.6463774,10.59722222,10.00244141,167.1880273,0.59027778,0.0625
segment_210,1,1,107.1326531,40.66127821,-0.97710485,3.0433984,2.51975831,0,165,122,49.75,165,59,98,260.6173157,4.41724264,0.104478678,9.57133087,378.9366702,389.6769615,202.2259854,0.518958023,0.24666667,0.46666667,0.47931093,1.79833333,10.26666667,2.32278915,0.23333333,0.95074716,0.46666667,-0.34715011,0.7463693,28,-33.148,296.6504667,0.36666667,0.46666667
segment_211,1,1,105.6363636,30.84167112,-1.76822734,5.7667203,1.88456168,0,141,114.5,22.5,141,54,88,232.3330445,4.30246379,0.112121998,8.9188564,330.992447,302.0751665,146.918052,0.486362562,0.41162109,0.546875,-0.02813853,0.33764648,10.671875,1.40180918,0.16308594,0.67405307,0.546875,-0.60495125,0.74942037,28.546875,0.0970459,1.49858475,0.515625,0.546875
segment_212,1,1,98.05084746,28.21132344,-1.41077604,4.54795991,1.84470456,1,143,107,27.75,142,72.5,118,311.3868684,4.29499129,0.096933444,10.3163569,349.8642594,324.8214661,219.0474428,0.674362583,0.39332955,0.57936508,0.028606,0.60709562,8.65873016,1.75658146,0.14380197,0.59728612,0.57936508,-0.56107136,0.74690655,19.53174603,0.55271209,12.01800529,0.46031746,0.57936508
segment_213,1,1,90.16129032,33.16463991,-0.88260701,2.90815375,2.24637727,0,140,101,44.5,140,70.5,124,336.6417024,4.77505961,0.088416145,11.31015154,402.3592922,334.5898058,280.2373976,0.837555098,0.44880624,0.34090909,0.83232974,0.92501722,8.95454545,1.60958338,0.18285124,0.73641508,0.34090909,-0.53920214,0.70210029,21.06060606,-3.14350113,32.21763299,0.54924242,0.34090909
segment_214,1,1,88.15,32.98859651,-0.97142563,3.31466176,2.24739082,0,145,93,39.5,145,56,100,272.901587,4.87324262,0.097205958,10.28743527,398.8696529,358.9649097,323.3926925,0.900903358,0.22265625,0.3125,0.70845952,0.55273438,9.6875,2.39031953,0.2109375,0.88285606,0.3125,-0.45277558,0.85859789,23.9375,-0.94335938,6.77307129,0.3125,0.3125
segment_215,1,1,84.73188406,30.34811072,-0.51687175,3.18728225,2.28668525,0,165,90.5,40.75,165,89,138,357.1858582,4.01332425,0.093627986,10.68056729,359.261743,364.3908242,296.9443575,0.814906243,0.15574494,0.45363409,0.71483344,1.34132951,8.23809524,2.98764838,0.29242907,1.0630743,0.40100251,-0.40787657,0.83733783,18.0952381,-3.45664615,75.85898744,0.24561404,0.35494987
segment_22,1,0,77.78461538,39.88656697,-0.35729742,1.7919994,2.25824027,8,137,84,62,129,40,65,171.4213562,4.28553391,0.130788633,7.645924392,295.7786334,346.2881781,199.2840266,0.575486081,0.34980867,1.46428571,0.30715863,1.9787415,6.47619048,1.85245164,0.10331633,0.4676503,0.79761905,-0.84654864,0.95545061,12.63095238,-6.24854227,165.7974108,0.44047619,0.21428571
segment_222,0,0,90.41717791,32.38851875,-0.97289472,3.38749443,2.25821018,3,145,99,34,142,103,163,425.411255,4.13020636,0.084569657,11.82457204,368.4263834,439.1897587,191.1663961,0.435270614,0.16300656,0.53360215,0.64697025,1.47456986,8.04973118,2.8631784,0.32973104,1.09398556,0.45026882,-0.41874828,0.77961455,17.94489247,0.42429518,81.38762988,0.27016129,0.37735215
segment_223,0,0,82.55913978,31.37750114,-0.90895905,3.17801562,2.15926713,2,132,88.5,33.25,130,116,186,487.9797975,4.20672239,0.078240584,12.78109067,366.890992,418.5552354,213.8295739,0.510875401,0.50202546,0.21843434,0.88252748,0.72516715,8.22348485,1.69390687,0.14600073,0.60550826,0.21843434,-0.26919738,0.56696602,17.63257576,-11.01055852,83.40488668,0.63762626,0.21843434
segment_224,0,0,80.81818182,21.44327009,-0.9833982,4.6597016,1.69720791,7,126,84,22,119,127,209,553.8620485,4.36111849,0.072128215,13.86420001,371.8924576,426.6338285,226.7433997,0.531470747,0.406575,0.205,0.70368524,0.3518875,8.115,1.94814725,0.16095,0.72279384,0.205,-0.42901179,0.80262252,16.76,-0.216843,4.76799899,0.585,0.205
segment_225,0,0,94.14012739,34.00177189,-0.80233552,3.02172408,2.33504141,5,153,102,39,148,94,157,418.3818177,4.4508704,0.082147823,12.17317719,370.3079799,418.1504761,197.1233771,0.471417321,0.41899213,0.32763533,0.91643385,1.3171829,8.96011396,2.09645503,0.21248204,0.71039725,0.27635328,-0.3146322,0.6147786,21.43447293,-11.62456245,124.9606401,0.46581197,0.23148148
segment_226,0,0,102.0534351,40.09746008,-0.79560698,2.85604183,2.46779444,0,169,116,56,169,79,131,348.156421,4.4070433,0.09049906,11.04983852,350.4639782,368.3204626,226.4939309,0.614937137,0.26535059,0.73579545,0.5284749,0.83490041,9.47443182,2.47442477,0.57397663,1.03202451,0.40056818,-0.51924083,0.90344374,24.07670455,1.26030985,25.0851552,0.42897727,0.21456755
segment_227,1,1,85.83589744,34.70171419,-0.86860828,2.8031835,2.29804255,1,136,95,47,135,123,195,509.293506,4.14059761,0.077195032,12.95420158,367.8382797,365.2900698,313.8797204,0.859261574,0.26791598,0.52974359,0.27780589,1.40601006,8.96051282,2.4584667,0.13811519,0.58158004,0.52974359,-0.69901411,0.94529669,21.73384615,-9.61926763,93.75446874,0.36307692,0.52974359
segment_228,1,1,83.96629213,41.50374274,-0.56281997,2.16121467,2.52406035,1,145,91.5,63.75,144,108,178,471.9797975,4.37018331,0.078053683,12.81169526,371.597901,368.5489339,320.7712433,0.870362695,0.2532716,0.53888889,0.87064746,2.67125,7.4,2.2291451,0.17450617,0.66579233,0.51111111,-0.82559622,0.97070723,16.83055556,-13.742,181.3318278,0.33055556,0.48680556
segment_229,1,1,83.19186047,37.54397953,-0.70076244,2.41313788,2.40900945,2,142,95,55.5,140,105.5,172,454.1808076,4.30503135,0.080168246,12.47376668,367.4180181,380.8468665,316.6643876,0.831474316,0.47156851,0.51704545,0.31975598,0.90508979,8.94724026,1.65377002,0.15018079,0.53996651,0.47159091,-0.49440593,0.66730078,21.09496753,-1.86000031,50.95407246,0.54220779,0.43181818
segment_23,1,0,78.109375,41.6545005,-0.26395378,1.76144886,2.44840141,7,149,79.5,65.5,142,41.5,64,165.2792206,3.98263182,0.138169035,7.237511651,293.7567021,388.6199141,218.486475,0.562211217,0.30462585,1.16190476,-0.11402095,1.35986395,7.9047619,2.14870082,0.46802721,0.79501622,0.76190476,-0.74422297,0.94406027,16.57142857,-9.22099125,92.77934194,0.41904762,0.56931217
segment_230,1,1,86.00520833,38.13797558,-0.61682493,2.33078956,2.43676693,3,158,98,60,155,124,192,496.666089,4.00537169,0.079478794,12.58197257,375.6301372,380.7240098,338.7756276,0.889819446,0.2470884,0.34375,0.89185002,2.14727105,8.03125,2.51053284,0.21321615,0.88947552,0.34375,-0.69017635,0.94437379,18.17013889,-2.01979574,116.829516,0.36805556,0.34375
segment_231,1,1,83.79695431,35.68686987,-0.77919763,2.66092036,2.34894574,0,137,92,49,137,129.5,197,505.8376618,3.90608233,0.079749626,12.53924376,372.0551035,332.3764815,327.419266,0.985085541,0.33775375,0.15332287,0.89933028,0.96902548,8.78388278,2.0001542,0.11419634,0.50267629,0.15332287,-0.68809213,0.90931557,20.19754055,-9.75867171,81.38192394,0.42255364,0.15332287
segment_232,1,1,86.74705882,37.39283696,-0.86271204,2.56106893,2.27446306,2,146,101.5,47.75,144,109,170,441.0681092,4.04649641,0.083909769,11.91756356,356.6356684,337.9573837,327.7949264,0.969929767,0.36702814,0.51501832,0.26467458,1.00426317,8.62051282,1.94928939,0.14189269,0.55970193,0.4959707,-0.7318014,0.92745808,19.4996337,-7.88288549,83.78030289,0.47875458,0.47930403
segment_233,1,1,61.98648649,37.18816044,-0.10532825,1.83302453,2.38119815,1,129,68,62.75,128,47,74,192.7350647,4.10074606,0.126093624,7.930615109,319.6310373,372.5093375,201.0236081,0.539647166,0.48166667,0.23333333,0.94588354,1.57583333,5.1,1.72763071,0.15,0.61741383,0.23333333,-0.41623755,0.63324417,8.13333333,4.468,76.8419,0.56666667,0.23333333
segment_234,1,1,61.21505376,27.39588285,-0.04095073,2.29864607,2.09288265,0,117,57,40,117,64,93,234.0487732,3.65701208,0.12116817,8.252992494,295.6247622,361.3917741,168.3296761,0.465781703,0.26882289,0.43137255,0.37570391,0.55153467,6.93464052,2.21389842,0.26879263,1.00298367,0.39433551,-0.34464321,0.71712288,12.50980392,0.09224456,7.82484148,0.41503268,0.3619281
segment_235,1,1,59.42982456,30.71800698,-0.23917214,2.01122327,2.20646268,0,116,63.5,47,116,71,114,299.2447327,4.21471455,0.099817708,10.01826253,331.1268639,381.4163712,238.3926049,0.62501933,0.43425926,0.39259259,0.79726421,0.99471193,4.77037037,1.9886071,0.20353909,0.73778974,0.32592593,-0.31100207,0.59110788,7.4962963,0.39093919,35.33849313,0.50740741,0.26759259
segment_236,1,1,52.95789474,29.46931171,-0.00225014,2.03274338,2.18659657,0,115,54,44.5,115,61.5,95,245.5046174,3.991945,0.113235558,8.831148235,330.8368178,388.3127622,214.2858418,0.551838267,0.19132653,0.35714286,0.77932499,0.90816327,5.42857143,2.80827748,0.2244898,0.92417435,0.35714286,-0.46786329,0.88532144,8.14285714,2.98688047,24.81278634,0.35714286,0.35714286
segment_237,1,1,57.70588235,31.92447836,0.15426024,2.27423833,2.32266822,0,139,55,48,139,49.5,85,228.8183259,4.62259244,0.108997548,9.174518322,301.1992696,337.3508745,204.6638339,0.606679423,0.20561677,1.35858586,-0.00976431,0.66228574,4.79292929,2.43369375,0.28412917,1.08015839,0.96464646,-0.4732941,0.86553581,5.76262626,0.52039217,4.89025044,0.28535354,0.61994949
segment_239,1,1,63.86419753,38.35402118,0.11633246,1.9465203,2.54606907,4,152,65,69,148,54.5,81,205.9066376,3.77810344,0.127096279,7.868050951,324.3593686,406.5774927,131.9522883,0.324544006,0.18873767,0.41538462,0.8795,1.80576594,6.5025641,2.75652288,0.27986851,1.0051547,0.34871795,-0.58298131,0.94565268,13.13333333,4.9901382,157.684138,0.32051282,0.29038462
