img_name,tnbc,CAF,firstorder_Mean,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Entropy,firstorder_Minimum,firstorder_Maximum,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,shape2D_MeshSurface,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MaximumDiameter,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,glcm_JointEnergy,glcm_Contrast,glcm_Correlation,glcm_SumSquares,glcm_SumAverage,glcm_JointEntropy,glcm_DifferenceVariance,glcm_DifferenceEntropy,glcm_DifferenceAverage,glcm_Imc1,glcm_Imc2,glcm_Autocorrelation,glcm_ClusterShade,glcm_ClusterProminence,glcm_MaximumProbability,glcm_InverseVariance
segment_31,1,1,58.74576271,27.03769699,-0.62689715,2.81960887,2.03348076,1,112,64,30.5,111,31.5,59,163.5634919,5.19249181,0.121639278,8.221028706,255.0705785,272.50921,139.1897025,0.510770636,0.53125,0.625,0.06666667,0.421875,5.125,1.125,0.0625,0.25,0.625,-0.53776641,0.59672935,7.625,0,4.015625,0.5625,0.625
segment_310,1,0,61.41666667,23.98219826,-0.52040844,2.39680493,1.95020717,5,102,66.5,34.25,97,89,144,379.1269837,4.25985375,0.088209475,11.33665056,364.4447832,431.992792,240.0535998,0.555688901,0.61282914,0.14756944,0.82127225,0.31010983,5.56076389,1.20436463,0.10386526,0.43711085,0.14756944,-0.15549845,0.35542115,8.27951389,-0.29700176,6.3704304,0.65972222,0.14756944
segment_311,1,0,76.89506173,29.56132108,-0.43445466,2.74081116,2.27591738,0,138,79,40,138,105,162,418.4406922,3.98514945,0.086809183,11.5195186,345.676149,397.0584154,225.8588788,0.568830353,0.40998116,0.34674447,0.55851497,0.56207318,8.02979115,1.95195684,0.18584213,0.74520423,0.34674447,-0.22071424,0.55137417,17.15386978,-0.1068119,14.68240181,0.49723587,0.34674447
segment_312,1,0,83.8427673,28.75717785,-0.80107996,3.44111131,2.22249319,6,134,89,32,128,101.5,159,413.2691194,4.07161694,0.086418157,11.57164233,365.3833603,430.1583658,155.1036131,0.36057328,0.32543466,1.6025641,0.05726473,0.7856658,7.94729345,2.1225357,0.15433925,0.63016388,0.93589744,-0.49760279,0.76851021,15.79059829,-0.82937597,11.99669932,0.41452991,0.3525641
segment_313,1,0,85.3902439,28.77206022,-0.69923588,2.85038675,2.20225952,12,143,93,38,131,80.5,123,316.4163056,3.93063734,0.100518041,9.948462868,346.3466472,371.9137877,178.4205768,0.479736387,0.19947658,0.48181818,0.66678366,0.75109734,7.21515152,2.68985434,0.23570248,0.95830545,0.48181818,-0.33134147,0.79569772,14.34848485,-0.46291432,12.75450065,0.32727273,0.48181818
segment_314,1,0,80.76129032,29.66633454,-0.78601206,2.98532071,2.21921088,1,131,86,36,130,102,155,397.8132752,3.90013015,0.089996526,11.11153999,368.8929384,366.197259,210.1216207,0.573793538,0.15424823,0.49649123,0.74786156,1.01323638,7.74210526,3.10021318,0.27798707,1.05361401,0.46315789,-0.37909136,0.86979934,15.75087719,-5.88087651,38.70747027,0.28157895,0.43399123
segment_315,1,0,82.2890625,25.64942505,-0.99527873,3.38492465,1.99753213,16,127,88,30,111,77.5,128,339.6711396,4.38285341,0.091874954,10.88435918,362.0635303,399.2626373,230.1539094,0.5764474,0.28034979,0.2962963,0.86111111,1,7.11111111,2.17959793,0.17695473,0.67194456,0.25925926,-0.68500388,0.91314594,13.66666667,-8.82716049,62.14814815,0.38888889,0.22685185
segment_316,1,0,71.04761905,26.72919964,-0.66329868,2.38800825,1.92906761,6,116,79,37.25,110,57,84,212.7350647,3.73219412,0.125806558,7.948711234,363.1859028,482.7141568,96.58009136,0.200077189,0.456,0.50666667,-0.08112875,0.51653333,7.25333333,1.60227252,0.12586667,0.54210318,0.50666667,-0.50412911,0.67414864,13.45333333,-1.944576,14.01392811,0.56666667,0.50666667
segment_317,1,0,64.34782609,30.50247131,-0.54153037,2.59893314,2.14133543,0,121,70,40,121,42.5,69,181.9066376,4.28015618,0.127043032,7.871348651,361.9019204,508.3643296,123.4706414,0.242878255,0.41964286,1.35714286,-0.03409091,1.70535714,4.75,1.49452372,0.06122449,0.24630703,0.85714286,-0.86837412,0.92685709,7.08928571,-2.03571429,78.96428571,0.46428571,0.41964286
segment_318,1,0,76.49056604,29.73507086,-0.66175686,2.66879933,2.25910527,3,135,82,42,132,65,106,279.9310242,4.30663114,0.102096435,9.794661304,348.55846,491.9154804,128.6837336,0.261597243,0.27670782,0.57777778,0.25494505,1.15185185,6.88888889,2.25298474,0.15407407,0.62974881,0.57777778,-0.69814583,0.93448183,13.17777778,-10.02469136,77.07654321,0.36666667,0.57777778
segment_32,1,1,60.87628866,30.53821595,-0.33868739,2.16919236,2.22183262,0,113,62,44,113,55.5,97,262.7594514,4.73440453,0.100506252,9.949629817,268.5386378,310.4046917,214.1058144,0.689763461,0.52256944,0.41666667,0.15345081,0.50347222,5.91666667,1.2555138,0.09722222,0.41250561,0.41666667,-0.4551421,0.58894997,9.79166667,-0.22685185,12.4525463,0.58333333,0.41666667
segment_320,1,0,73.89430894,25.89780196,-0.98420202,3.85948982,1.94548505,0,122,79,25.5,122,80,123,317.2447327,3.96555916,0.099943719,10.00563128,354.9929577,482.2201271,185.3313425,0.384329339,0.36662078,0.35683761,0.24982079,0.26519012,7.45726496,1.79678343,0.20774436,0.86641698,0.35683761,-0.21616357,0.58192199,13.99145299,-0.25847255,1.44944346,0.50854701,0.35683761
segment_321,1,0,79.50485437,32.31065044,-0.53736284,2.74694873,2.26682,2,138,83,49,136,67,103,265.646753,3.96487691,0.109228966,9.155080735,359.123934,508.4670405,180.2848721,0.354565503,0.20258054,0.2991453,0.87602889,1.92320476,7.7008547,2.55721582,0.18854555,0.80522913,0.2991453,-0.66348776,0.95183292,16.60470085,-17.67777953,162.4635805,0.3034188,0.2991453
segment_322,0,0,69.2,32.8218931,-0.65119223,2.25235945,2.1996467,0,119,78,51,119,75.5,120,313.7300141,4.15536443,0.098179844,10.18538996,350.1685309,355.2439236,239.8881551,0.675277293,0.27067303,0.62280702,0.18615716,0.96788756,5.59064327,2.27883476,0.16089566,0.64981734,0.62280702,-0.65729258,0.91427401,8.72660819,3.62443955,36.68672914,0.32748538,0.62280702
segment_323,0,0,97.41666667,32.39716637,-1.0618439,4.80087247,2.08328344,3,191,107.5,30.75,188,51.5,84,221.8477631,4.30772356,0.114670972,8.720602831,320.0765533,377.2527394,278.5965086,0.738487702,0.47354941,0.46590909,0.05279035,0.23948648,10.1780303,1.4422131,0.10257404,0.46297179,0.46590909,-0.51191687,0.72523667,25.99242424,-0.11567607,1.36788659,0.59848485,0.46590909
segment_324,0,0,95.01898734,35.29540285,-1.29469677,4.06401703,2.19805543,0,153,104,37.5,153,106.5,158,401.3279939,3.76833797,0.091154955,10.97033067,360.8670115,360.4381185,310.5544731,0.861602747,0.16029544,0.39721254,0.90234874,2.10664813,9.05226481,3.05221876,0.23845136,0.96633164,0.39721254,-0.4922575,0.92640106,22.42247387,-31.03940103,273.8029162,0.30226481,0.39721254
segment_325,0,0,81.29285714,42.2544159,-0.75569935,2.18415958,2.32289198,0,136,96,56.75,136,87.5,140,366.9848481,4.19411255,0.090356796,11.0672361,364.7259245,373.9170033,295.0326878,0.789032553,0.52061707,0.09694989,0.98624854,2.10024901,6.05991285,1.53210392,0.07746664,0.36555667,0.09694989,-0.50320255,0.64338244,13.2962963,-24.98178614,220.9499427,0.61655773,0.09694989
segment_326,0,0,80.92198582,43.05168771,-0.63043988,2.11235445,2.42299367,0,147,93,60,147,92,141,363.1858582,3.94767237,0.093620276,10.68144685,365.3847287,381.4976164,323.8540256,0.848901832,0.26947661,0.75108696,0.3072412,1.43505435,8,2.2053244,0.40543006,0.90211725,0.50108696,-0.39255835,0.71545999,17.59076087,-10.3125,113.542663,0.39021739,0.28233696
segment_327,0,0,79.77300613,43.94507177,-0.48972311,1.79999262,2.45540003,0,142,94,76,142,100,163,430.3818177,4.30381818,0.082366577,12.14084693,361.365466,368.1550082,331.2326071,0.899709632,0.28986283,0.55308642,0.22228899,1.73874714,6.52839506,2.23329788,0.14401463,0.59885904,0.55308642,-0.65301879,0.90757554,12.61358025,5.20788809,120.430314,0.39012346,0.55308642
segment_328,0,0,82.80666667,42.05055634,-0.60293026,2.06093718,2.43010725,0,147,94.5,66.75,147,93.5,150,393.6122651,4.20975685,0.087084751,11.48306664,361.1786262,378.3820846,319.6848971,0.844873238,0.28344123,0.63484848,0.20317189,1.44644399,9.57121212,2.08403718,0.09847567,0.42049792,0.63484848,-0.67981752,0.92535999,24.36287879,-11.18626758,113.489424,0.33371212,0.63484848
segment_329,1,0,107.131579,40.27264823,-1.45589135,4.04942502,2.13909495,0,155,124.5,32.5,155,74.5,114,293.4457429,3.93886903,0.104269011,9.590577188,349.7213176,430.4300437,219.587574,0.510158566,0.36734503,0.53351449,0.16401901,2.23484677,9.52083333,1.68643983,0.16579697,0.68381104,0.53351449,-0.70691775,0.81716785,25.61956522,-11.68404036,218.379908,0.46105072,0.53351449
segment_33,1,1,69.05454545,28.78883507,-0.54289276,2.46857809,2.15040603,2,123,73,44.75,121,65.5,110,293.1442277,4.47548439,0.097868794,10.21776158,308.5854825,244.3980575,196.7084751,0.804869225,0.49820867,0.44471154,0.33004727,0.36191175,7.89663462,1.37803686,0.09113813,0.39345405,0.44471154,-0.50435912,0.66994946,16.02163462,0.11986916,4.96612718,0.56490385,0.44471154
segment_330,1,0,110.8555556,43.25905457,-1.20097149,3.45725677,2.35660848,2,159,128.5,54.25,157,53.5,90,240.4751801,4.49486318,0.107823038,9.274455797,327.9893291,442.5427409,241.1172832,0.544845189,0.46516299,0.37878788,0.90361799,1.32019054,10.68939394,1.46720468,0.09274564,0.40058357,0.37878788,-0.53835184,0.68895244,29.90909091,-8.44651752,71.63308454,0.53219697,0.37878788
segment_331,1,0,115.0947368,35.00107478,-1.67159585,5.89510038,2.01009947,2,160,125,38,158,67.5,95,235.5634919,3.48982951,0.123637107,8.088186653,336.2142174,427.1943913,203.7885125,0.477039298,0.44938876,0.14263323,0.90797738,1.36740131,10.81347962,1.70570684,0.12075353,0.58193523,0.14263323,-0.55549971,0.84995896,30.63166144,-37.01721318,368.7145956,0.64576803,0.14263323
segment_332,1,0,100.8505747,42.17874628,-1.16861163,3.16899362,2.19185142,2,145,119,54.5,143,51.5,87,232.8183259,4.52074419,0.109267595,9.151844144,339.3316961,393.788752,199.3748149,0.506298907,0.62152893,0.32272727,0.42987112,1.25890496,8.48636364,0.93941374,0.06066116,0.29035627,0.32272727,-0.61631421,0.65606931,21.81363636,10.65760481,123.5858732,0.70681818,0.32272727
segment_333,1,0,113.0619469,46.51449164,-1.28754096,3.30145139,2.26813007,0,163,131,43,163,71,113,295.5878785,4.16320956,0.101052599,9.895836565,343.7048152,436.0408488,211.6179755,0.48531686,0.62424753,0.1969697,0.81032766,1.12764004,12.27272727,1.29804433,0.11753903,0.47808151,0.1969697,-0.18850152,0.3795318,39.72853535,-10.64631856,115.0406241,0.72474747,0.1969697
segment_335,1,1,84.54444444,34.91407265,-0.8246259,2.87470059,2.29967876,1,140,92,48,139,114.5,180,468.5239533,4.09191226,0.080961002,12.35162574,358.558224,411.6137363,261.7967249,0.636025239,0.52269223,0.13448276,0.94290545,0.79546076,7.55287356,1.64178806,0.10091558,0.45370764,0.13448276,-0.4329925,0.63099197,15.6316092,-4.89340752,43.09031244,0.62356322,0.13448276
segment_336,1,1,73.20858896,38.15587243,-0.78066304,2.22737503,2.1498662,0,133,85,51.5,133,109.5,163,414.6417024,3.78668221,0.089462084,11.17791975,361.5535922,421.2020124,256.5414568,0.609069875,0.37641802,0.35664112,0.47069296,1.18277485,7.93422733,1.71264588,0.08350174,0.37215409,0.35664112,-0.81189671,0.93591308,17.24313538,-3.42850591,69.44330803,0.45466156,0.35664112
segment_337,1,1,83.68211921,36.69118862,-0.87518855,2.73144658,2.26475526,1,147,95,45.5,146,95,151,394.783838,4.15561935,0.087520012,11.42595818,365.4435661,404.6158788,265.6661899,0.656588641,0.34093281,0.40746753,0.47805455,2.24158269,8.32467532,1.88830378,0.23198474,0.94640922,0.40746753,-0.45856035,0.70739004,20.18181818,-3.70551417,158.979362,0.48944805,0.40746753
segment_338,1,1,92.58139535,35.00314442,-1.07010275,3.34769656,2.22793806,0,145,105.5,45,145,111.5,172,444.2396821,3.9842124,0.084260691,11.86793022,350.1842372,393.7943141,259.5236563,0.659033528,0.52755079,0.16590909,0.92847544,1.32156982,8.41136364,1.62951218,0.1242407,0.53818126,0.16590909,-0.39115561,0.61024836,19.7280303,0.9005853,90.63714911,0.65454545,0.16590909
segment_339,1,1,92.95833333,36.41646576,-1.26859577,3.78551146,2.20684519,0,141,105,41.25,141,114.5,168,424.6417024,3.70866116,0.08932747,11.19476463,343.1107693,417.0450267,251.2275375,0.602399073,0.43956124,0.21762387,0.77132053,0.67651068,9.50309685,1.77549545,0.1481157,0.62804674,0.21762387,-0.29309476,0.55885812,23.7240991,-4.71494172,36.01723633,0.5419482,0.21762387
segment_34,1,1,46.1025641,22.86616005,-0.55696116,1.96754884,1.69745597,4,81,55,36.5,77,21,39,107.8233765,5.1344465,0.15066128,6.63740546,275.5666888,299.1875096,143.4459597,0.479451699,0.83333333,0,1,0.33333333,4,0.33333333,0,-3.20E-16,0,-0.33333333,0.30995783,5,0,5.33333333,0.83333333,0
segment_340,1,1,96.82722513,32.25027281,-1.16560485,4.15281612,2.22973533,1,154,106,32,153,128.5,191,485.5533906,3.77862561,0.082759814,12.08315914,356.7211796,397.2592591,271.3005302,0.682930665,0.29413066,0.56851852,0.20312329,1.01110854,9.97962963,2.29637583,0.15073045,0.6196423,0.56851852,-0.60042287,0.88343401,25.77407407,-8.94785791,107.4221732,0.40185185,0.56851852
segment_341,1,1,106.8,34.36574522,-1.20816713,3.45947298,2.07327778,10,146,121,45,136,26,45,121.4802307,4.67231657,0.148794198,6.720692146,325.7314845,245.74704,148.2414888,0.603227973,0.61111111,0.44444444,0.08333333,0.15740741,11.44444444,0.93082708,0.07407407,0.30609861,0.44444444,-0.34934503,0.40682047,32.72222222,-0.08641975,0.20987654,0.66666667,0.44444444
segment_343,1,1,101.2162162,30.7255815,-1.30403271,3.93723344,2.02373779,6,136,114,39.5,130,49,74,189.4213562,3.86574196,0.131000825,7.633539721,300.1666204,294.1269813,146.2600562,0.49726841,0.49584141,0.28026316,0.88746439,0.93963816,9.375,1.39852348,0.16344183,0.67596722,0.28026316,-0.52498152,0.68388468,22.87763158,-4.75263158,33.43930921,0.59078947,0.28026316
segment_344,1,1,107.5245902,35.31618612,-0.81288197,2.93995323,2.4097269,6,156,119,57,150,43.5,61,150.9949494,3.47114826,0.154841418,6.458220373,231.3655117,284.6969571,113.5544818,0.398860891,0.16272189,0.30769231,0.88353863,1.32100592,9.15384615,2.78058791,0.21301775,0.89049164,0.30769231,-0.59458521,0.95125862,22.11538462,0.62266727,35.29417737,0.26923077,0.30769231
segment_345,1,1,114.1805556,37.28319788,-1.43028433,4.58646529,2.30547294,6,159,123.5,38.5,153,44,72,190.391919,4.32708907,0.123504494,8.096871388,240.2040799,273.8214329,110.594488,0.403892737,0.73177083,0.0625,0.90163934,0.12630208,10.5625,0.71135931,0.046875,0.20281953,0.0625,-0.32494912,0.40284988,28.39583333,-0.1796875,0.76009115,0.79166667,0.0625
segment_349,1,0,62.58823529,17.95765877,0.30136537,1.85581296,1.54856523,36,97,57,29,61,9.5,17,46.42640687,4.8869902,0.235343204,4.249113565,264.068173,229.3285578,171.9029986,0.749592638,0.375,0.5,-0.33333333,0.1875,5.5,1.5,0.25,1,0.5,-0.15106564,0.46624404,7.5,0,0.0625,0.5,0.5
segment_350,1,0,47.88235294,22.56984546,-0.39557822,1.99515167,1.80776358,6,79,54,39,73,10.5,17,44.76955262,4.26376692,0.256576471,3.897473518,286.5745976,284.0038566,229.6985758,0.808786819,0.21875,0.75,0.22580645,0.484375,3.25,2.25,0.1875,0.81127812,0.75,-0.39930459,0.82131187,2.75,0.84375,2.95703125,0.25,0.75
segment_351,1,0,46.375,32.40539114,0.09028125,1.86629045,2,2,98,48,45,96,9.5,16,42.76955262,4.50205817,0.255465364,3.914424967,257.1711492,351.8746543,231.6854876,0.658431873,0.5,0.33333333,-0.2,0.13888889,6.33333333,1.25162917,0.22222222,0.91829583,0.33333333,-0.07448309,0.30379421,10,0.07407407,0.07407407,0.66666667,0.33333333
segment_354,1,1,84.39855072,36.23104999,-1.15695558,3.31406866,2.13693447,0,145,96,38,145,83,138,367.1269837,4.42321667,0.087968598,11.36769278,338.5852921,433.8572335,259.9831141,0.599236555,0.45846585,0.23099415,0.87084683,1.04753172,8.70467836,1.65093692,0.15693718,0.65798809,0.23099415,-0.46923792,0.69441034,19.97807018,-15.39939155,110.3283619,0.56432749,0.23099415
segment_355,1,1,80.30894309,36.60603933,-0.87498012,2.71869798,2.31372914,1,137,90,45.5,136,75,123,325.529004,4.34038672,0.094307422,10.60361927,356.2372805,439.6386869,248.3892463,0.564984961,0.50771605,0.30555556,0.4720495,0.76466049,6.63888889,1.3139934,0.04938272,0.25162917,0.30555556,-0.62465864,0.7106543,11.97222222,-0.91838134,29.18152721,0.56944444,0.30555556
segment_356,1,1,80.14035088,38.92770564,-0.767786,2.35426319,2.30718709,0,133,92,53,133,68.5,114,303.3868684,4.42900538,0.096706004,10.34061958,341.3165686,450.9128627,231.8027114,0.514074294,0.45735013,0.23214286,0.86766917,0.98767007,8.52380952,1.77106568,0.11809099,0.50959753,0.23214286,-0.49809999,0.64856142,19.41071429,-0.97849854,54.554335,0.5327381,0.23214286
segment_357,1,1,84.32407407,36.23044267,-0.76399236,2.39787114,2.26578408,2,131,92.5,57.75,129,63,108,290.5584412,4.61203875,0.096837085,10.32662224,360.1902275,424.0817012,226.6433392,0.534433197,0.62296296,0.02222222,0.99555358,0.90703704,8.2,0.92229985,0.02074074,0.11778645,0.02222222,-0.63976358,0.63169784,17.88888889,-8.896,66.52630123,0.68888889,0.02222222
segment_358,1,1,82.15131579,33.72426111,-0.86009738,2.76781067,2.15616947,2,130,91,48,128,92,152,403.411255,4.38490495,0.084285106,11.86449247,382.9255802,392.6264652,268.1264554,0.682904692,0.4982228,0.1991342,0.85295866,0.67292904,6.29148629,1.60905913,0.12346095,0.52856766,0.1991342,-0.36100963,0.60159846,12.77777778,-6.85999863,52.00810498,0.58297258,0.1991342
segment_359,1,1,84.34437086,34.83756942,-0.92392662,2.76428068,2.19297769,2,134,97,45.5,132,91.5,151,399.411255,4.36515033,0.084897554,11.7789023,361.0346244,419.5683279,255.5043687,0.608969628,0.30721646,1.49019608,0.2642905,1.09429642,8.28235294,2.04212138,0.32968089,0.67764318,0.82352941,-0.5022832,0.77528118,18.01862745,-6.77725544,47.89816253,0.41127451,0.24019608
segment_36,1,1,54,30.41589651,-0.11259173,1.8315693,2.15843936,0,103,53,52,103,42,71,190.0487732,4.52497079,0.120882799,8.272475571,264.1685068,207.0247916,164.9946567,0.796980185,0.67091049,0.23611111,0.41666667,0.10243056,6.20833333,0.83414792,0.1242284,0.49776901,0.23611111,-0.03776641,0.11656101,10.56944444,-0.03703704,0.12673611,0.73611111,0.23611111
segment_360,1,1,51.00775194,29.66910437,-0.32490671,1.91094197,2.02385938,0,111,57,49,111,78,129,342.4995667,4.39102009,0.091409684,10.93975997,371.807746,447.5625106,395.4162843,0.883488395,0.51253623,0.14835165,0.85401404,0.94380962,5.93681319,1.3618945,0.10427485,0.43840305,0.14835165,-0.48745435,0.64537921,10.18956044,0.36673087,28.52621467,0.59752747,0.14835165
segment_361,1,1,63.575,37.88197955,-0.31203398,1.75200882,2.19351886,0,122,75,69.25,122,47,80,214.6761902,4.56757852,0.11320614,8.833443152,349.6112126,426.3278426,356.9273849,0.837213405,0.18142361,0.41666667,0.79736842,1.46527778,6.66666667,2.62581458,0.23611111,0.95914792,0.41666667,-0.57073344,0.91793449,12.47916667,2.3287037,64.00925926,0.29166667,0.41666667
segment_362,1,1,67.61038961,40.71125944,-0.33688282,1.88922731,2.35940262,0,133,78,58,133,45,77,207.019336,4.60042969,0.114868322,8.705620322,348.4723805,442.8450055,367.2430877,0.829281313,0.29705215,0.67857143,0.31411352,1.18076814,7.70238095,2.05046031,0.17602041,0.71578014,0.67857143,-0.72913833,0.91530553,17.02380952,-6.80617644,66.98523522,0.36904762,0.67857143
segment_363,1,1,65,41.17771722,-0.0362981,1.87181094,2.53711618,0,140,67,63,140,53,91,244.9604615,4.6218955,0.105352992,9.491899357,362.2775179,426.1096379,395.3521912,0.927817998,0.33101852,1.69444444,0.23558664,1.63368056,6.25,1.82429367,0.19212963,0.57832831,0.97222222,-0.95098166,0.96859036,11,5.21875,68.68012153,0.41666667,0.34027778
segment_364,1,1,59.28,35.11326815,-0.3227122,1.71971784,2.23131558,0,112,67,62.5,112,57,100,271.2447327,4.75867952,0.098669073,10.134888,362.9448994,442.6692896,395.255987,0.89289227,0.31944444,0.79166667,-0.08759124,0.95746528,6.04166667,2.09436094,0.20486111,0.59436094,0.70833333,-0.77271714,0.94151315,9.91666667,4.7818287,43.32110822,0.375,0.63541667
segment_365,1,0,65.72941176,25.09857659,-0.88171115,2.8100956,1.74211703,4,98,74,29,94,55.5,85,218.8772004,3.94373334,0.120656549,8.287987769,386.998708,363.6682493,284.237975,0.781585897,0.6776,0.18,0.77700694,0.2018,6.58,1.05586872,0.1408,0.47552283,0.14,-0.11453224,0.32438671,11.02,-0.823104,2.75012096,0.78,0.105
segment_366,1,0,58.42307692,24.58033362,-0.78682606,2.6484889,1.90142642,2,94,64.5,35.25,92,47,78,207.3624817,4.4119677,0.117198939,8.532500471,388.5794642,364.856228,264.5193598,0.724996148,0.54427083,0.5,0.00595238,0.20659722,7.20833333,1.17728698,0.15972222,0.51021302,0.45833333,-0.37777611,0.54602494,13.04166667,-0.06481481,0.96469907,0.625,0.421875
segment_367,1,0,68.86904762,29.06387865,-0.65922052,2.66813343,2.03898105,2,120,76,38.75,118,49.5,84,225.1614716,4.5487166,0.11076778,9.027895991,385.5191305,359.4248526,303.3126214,0.843883274,0.54513889,0.36111111,0.26047904,0.17071759,7.75,1.24373438,0.15509259,0.63272153,0.36111111,-0.14032364,0.38866122,15.02777778,-0.10763889,0.55357832,0.61111111,0.36111111
segment_368,1,0,56.26966292,25.32918734,-0.63555997,2.43433918,1.8842003,0,98,64,34,98,54,89,235.9898987,4.37018331,0.110384577,9.059236594,394.0812099,353.8750226,287.8618359,0.813456214,0.23651046,0.44823232,0.61100184,0.69240583,5.98611111,2.22485944,0.22933406,0.93946338,0.44823232,-0.51662811,0.87167182,9.67676768,-1.96611514,10.85204612,0.31565657,0.44823232
segment_369,1,0,58.95505618,25.28663106,-0.65067716,3.33098744,1.97767209,0,121,62,31,121,57.5,89,230.1909089,4.00332015,0.116775218,8.563460785,396.3395009,382.3218678,290.8546718,0.76075866,0.30571992,0.82051282,-0.16517092,0.4112426,6.82051282,2.02800044,0.31163708,0.7523248,0.66666667,-0.53906752,0.82736924,11.74358974,-0.23941739,2.2214675,0.3974359,0.59259259
segment_370,1,0,57.31730769,28.38142148,-0.16378955,2.91786732,2.15985497,2,139,60,33.5,137,66.5,104,270.1320344,4.06213585,0.10701377,9.344591795,357.4143254,370.622762,281.283379,0.758947933,0.42696145,0.48888889,0.72067731,0.56618292,6.37460317,2.03440177,0.30745276,0.7535336,0.34603175,-0.24405269,0.57349958,10.77777778,-1.495152,13.15709404,0.47142857,0.27724868
segment_371,1,0,72.26190476,32.25128977,0.01112717,2.47455806,2.3556079,12,141,76,45.5,129,25,42,112.1665222,4.48666089,0.158019863,6.328318347,316.7412193,361.8268236,191.4350818,0.529079298,0.25694444,0.58333333,0.66028708,0.87152778,6.41666667,2.20914792,0.23611111,0.95914792,0.58333333,-0.75203577,0.95109784,11.08333333,2.87037037,20.34606481,0.33333333,0.58333333
segment_372,1,1,77.1,36.90153565,-0.32891388,2.3947957,2.49710424,0,151,84,53.5,151,39,60,154.7939392,3.96907537,0.143015557,6.992246286,316.8122472,371.9794284,188.7939217,0.507538609,0.44633721,0.29437229,0.89068241,0.91356047,8.23376623,1.84094524,0.16427728,0.65975278,0.29437229,-0.37480385,0.62614197,18.2987013,3.33569315,36.97336673,0.51948052,0.29437229
segment_373,1,1,101.6923077,38.87983525,-1.0228311,3.39782253,2.32464709,0,165,111,50.5,165,53.5,91,244.1320344,4.5632156,0.106207957,9.415490448,319.3305497,352.8941385,248.4352454,0.703993686,0.69921875,0.125,0.92728715,1.07421875,11.4375,0.89031953,0.09375,0.40563906,0.125,-0.40374662,0.47059325,34.6875,-14.4140625,124.1455078,0.75,0.125
segment_374,1,1,87.625,36.85657949,-0.71192548,2.60648514,2.45643959,5,144,95,46.75,139,64.5,104,273.4457429,4.23946888,0.104115077,9.604756899,320.3154695,350.2487235,259.1598089,0.739930774,0.27300347,0.73611111,0.10209467,1.61284722,8.69444444,2.3590515,0.23553241,0.77464497,0.65277778,-0.64501497,0.87682276,21.05092593,4.18209877,108.1131848,0.38194444,0.57986111
segment_375,1,1,81.59504132,35.8685798,-0.68450597,2.55101975,2.38856158,1,145,93,50,144,74,121,319.8721497,4.32259662,0.095333242,10.48952053,350.3212811,327.8528689,302.0647987,0.921342551,0.38657407,0.30555556,0.88709657,1.28395062,7.27777778,2.01211372,0.17901235,0.72511199,0.30555556,-0.47706399,0.70077229,15.36111111,1.97290809,59.85791038,0.43055556,0.30555556
segment_376,1,1,76.48214286,37.36738029,-0.60198765,2.25438808,2.47062243,2,140,86,57,138,72,112,290.27417,4.03158569,0.103624581,9.650219943,323.8904136,299.9225395,273.009117,0.910265422,0.3385544,0.5372549,0.20739905,0.70916186,9.28235294,2.10425958,0.13407151,0.56644864,0.5372549,-0.66582839,0.91015402,22.87581699,-1.26928231,25.12807127,0.4254902,0.5372549
segment_377,1,1,73.55395683,31.81560466,-0.61312116,2.25634214,2.20843466,0,123,82,54,123,86.5,139,364.9848481,4.21947801,0.090331277,11.0703627,325.5825548,342.6520756,231.8038245,0.676499111,0.2211593,0.27380952,0.63605442,1,8,2.43828185,0.19529478,0.83394555,0.27380952,-0.35468251,0.67714717,17.11309524,-6,52.1547619,0.30952381,0.27380952
segment_378,1,0,73.29545455,30.56853667,-0.788459,3.1833443,2.15583511,0,123,79.5,26.25,123,25.5,44,118.6518036,4.65301191,0.150869231,6.628256739,256.1269217,300.0868121,191.01098,0.636519075,0.36734694,0.28571429,0.63157895,0.3877551,7.14285714,1.95021206,0.20408163,0.86312057,0.28571429,-0.37226967,0.76823395,13,-1.25947522,3.56434819,0.57142857,0.28571429
segment_379,1,0,55.9375,33.50553825,0.05960521,1.9021418,2.19919835,1,120,58,48,119,18,32,87.19595949,4.84421997,0.172482415,5.797692487,269.3139432,257.4946184,192.0594137,0.745877389,0.51851852,0.66666667,-0.33333333,0.83333333,6.66666667,0.97276528,0,-3.20E-16,0.66666667,-1,0.92553713,12.66666667,5.33333333,32,0.55555556,0.66666667
segment_380,1,0,54.42857143,28.05126502,-0.59097317,1.98053684,1.89861737,1,93,64,44.5,92,20,35,94.85281374,4.74264069,0.167135887,5.983155479,256.7021621,353.909567,124.0038003,0.35038273,0.5,0.44444444,-0.06666667,0.87962963,6.55555556,1.08387639,0.07407407,0.30609861,0.44444444,-0.69149436,0.7211804,11.72222222,-0.02469136,27.02469136,0.55555556,0.44444444
